Uvid,Manufacturer,Range,SubRange,Trim,Derivative,Series,RangeStartDate,RangeEndDate,BodyStyle,IsFacelift,Transmission,FuelType,Aspiration,EngineCapacity,PowerBhp,DriveType,GearCount,DoorCount,VehicleClass
A7042,Audi,100,NULL,SE,2,MK2,01/09/1989,01/01/1991,Estate,0,Automatic,Petrol,Naturally Aspirated,1994,115,FWD,3,5,Car
A7047,Audi,100,NULL,SE,2.3,MK2,01/09/1989,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,136,FWD,5,4,Car
A7054,Audi,100 Avant,NULL,SE,2.3,NULL,01/09/1989,01/01/1991,Estate,0,Automatic,Petrol,Naturally Aspirated,2309,136,FWD,3,5,Car
A7055,Audi,100 Avant,NULL,SE,2.3,NULL,01/09/1989,01/01/1991,Estate,0,Manual,Petrol,Naturally Aspirated,2309,136,FWD,5,5,Car
A7063,Audi,80,NULL,quattro,2,MK3,01/09/1989,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,113,4X4,5,4,Car
A7037,Audi,100,NULL,E,2,MK2,01/09/1989,01/01/1991,Saloon,0,Automatic,Petrol,Naturally Aspirated,1994,115,FWD,3,4,Car
A7043,Audi,100,NULL,SE,2,MK2,01/09/1989,01/01/1991,Estate,0,Manual,Petrol,Naturally Aspirated,1994,115,FWD,5,5,Car
A7045,Audi,100,NULL,SE,2,MK2,01/09/1989,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,1994,115,FWD,5,4,Car
A7046,Audi,100,NULL,SE,2.3,MK2,01/09/1989,01/01/1991,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,136,FWD,3,4,Car
A7265,Audi,90,NULL,SE,2.3,MK2,01/10/1989,01/01/1990,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,136,FWD,3,4,Car
A7266,Audi,90,NULL,SE,2.3,MK2,01/10/1989,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,136,FWD,5,4,Car
A7958,Audi,90,NULL,quattro Sport 20v,2.3,MK2,01/05/1990,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,170,4X4,5,4,Car
A8008,Audi,V8,NULL,NULL,3.6,NULL,01/06/1990,01/01/1992,Saloon,0,Automatic,Petrol,Naturally Aspirated,3562,250,4X4,4,4,Car
A8596,Audi,Coupe,NULL,S2,2.2,MK2,01/10/1990,01/01/1992,Coupe,0,Manual,Petrol,Turbocharged,2226,220,4X4,5,3,Car
A8592,Audi,80,NULL,Sport,2,MK3,01/10/1990,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,137,FWD,5,4,Car
A8595,Audi,90,NULL,SE,2.3,MK2,01/10/1990,01/01/1991,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,136,FWD,4,4,Car
A8591,Audi,80,NULL,quattro,2,MK3,01/10/1990,01/01/1991,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,137,4X4,5,4,Car
A8594,Audi,90,NULL,E,2.3,MK2,01/10/1990,01/01/1991,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,136,FWD,4,4,Car
A8593,Audi,90,NULL,20v,2.3,MK2,01/10/1990,01/01/1991,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,170,FWD,4,4,Car
A9078,Audi,100,NULL,S4,2.2,MK3,01/03/1991,01/01/1994,Saloon,0,Automatic,Petrol,Turbocharged,2226,230,4X4,4,4,Car
A9260,Audi,100,NULL,E,2.3,MK3,01/05/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,133,FWD,5,4,Car
A9264,Audi,100,NULL,E,2.8,MK3,01/05/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,174,FWD,5,4,Car
A9257,Audi,100,NULL,E,2,MK3,01/05/1991,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A9263,Audi,100,NULL,E,2.8,MK3,01/05/1991,01/01/1992,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,4,Car
A9266,Audi,100,NULL,E quattro,2.8,MK3,01/05/1991,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,174,4X4,5,4,Car
A9262,Audi,100,NULL,E,2.8,MK3,01/05/1991,01/01/1992,Estate,0,Manual,Petrol,Naturally Aspirated,2771,174,FWD,5,5,Car
A9265,Audi,100,NULL,E quattro,2.3,MK3,01/05/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,133,4X4,5,4,Car
A9258,Audi,100,NULL,E,2,MK3,01/05/1991,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A9259,Audi,100,NULL,E,2.3,MK3,01/05/1991,01/01/1992,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,133,FWD,4,4,Car
A9261,Audi,100,NULL,E,2.8,MK3,01/05/1991,01/01/1992,Estate,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,5,Car
A9454,Audi,100,NULL,S4,2.2,MK3,01/09/1991,01/01/1994,Estate,0,Automatic,Petrol,Turbocharged,2226,230,4X4,4,5,Car
A9458,Audi,100,NULL,TDI,2.5TD,MK3,01/09/1991,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,5,Car
A9460,Audi,100,NULL,TDI,2.5TD,MK3,01/09/1991,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,4,Car
A9456,Audi,100,NULL,S4,2.2,MK3,01/09/1991,01/01/1994,Saloon,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,4,Car
A9455,Audi,100,NULL,S4,2.2,MK3,01/09/1991,01/01/1994,Estate,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,5,Car
A9457,Audi,100,NULL,TDI,2.5TD,MK3,01/09/1991,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,5,Car
A9459,Audi,100,NULL,TDI,2.5TD,MK3,01/09/1991,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,4,Car
A9937,Audi,100,NULL,E,2.3,MK3,01/11/1991,01/01/1992,Estate,0,Manual,Petrol,Naturally Aspirated,2309,133,FWD,5,5,Car
A9947,Audi,80,NULL,E,2.8,MK3,01/11/1991,01/01/1992,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,4,Car
A9943,Audi,80,NULL,E,2,MK3,01/11/1991,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,116,FWD,4,4,Car
A9950,Audi,80,NULL,E quattro,2.8,MK3,01/11/1991,01/01/1993,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,174,4X4,5,4,Car
A9935,Audi,100,NULL,E,2,MK3,01/11/1991,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,5,Car
A9946,Audi,80,NULL,E,2.3,MK3,01/11/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,2309,133,FWD,5,4,Car
A9948,Audi,80,NULL,E,2.8,MK3,01/11/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,174,FWD,5,4,Car
A9953,Audi,Coupe,NULL,E,2,MK2,01/11/1991,01/01/1992,Coupe,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,3,Car
A9936,Audi,100,NULL,E,2.3,MK3,01/11/1991,01/01/1992,Estate,0,Automatic,Petrol,Naturally Aspirated,2309,133,FWD,4,5,Car
A9940,Audi,80,NULL,NULL,2,MK3,01/11/1991,01/01/1993,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,90,FWD,4,4,Car
A9939,Audi,100,NULL,E quattro,2.8,MK3,01/11/1991,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2771,174,4X4,5,5,Car
A9944,Audi,80,NULL,E,2,MK3,01/11/1991,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A9945,Audi,80,NULL,E,2.3,MK3,01/11/1991,01/01/1992,Saloon,0,Automatic,Petrol,Naturally Aspirated,2309,133,FWD,4,4,Car
A9956,Audi,Coupe,NULL,E quattro,2.8,MK2,01/11/1991,01/01/1996,Coupe,0,Manual,Petrol,Naturally Aspirated,2771,174,4X4,5,3,Car
A9938,Audi,100,NULL,E quattro,2.3,MK3,01/11/1991,01/01/1992,Estate,0,Manual,Petrol,Naturally Aspirated,2309,133,4X4,5,5,Car
A9951,Audi,80,NULL,quattro,2,MK3,01/11/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,137,4X4,5,4,Car
A9954,Audi,Coupe,NULL,E,2.8,MK2,01/11/1991,01/01/1992,Coupe,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,3,Car
A9955,Audi,Coupe,NULL,E,2.8,MK2,01/11/1991,01/01/1992,Coupe,0,Manual,Petrol,Naturally Aspirated,2771,174,FWD,5,3,Car
A9934,Audi,100,NULL,E,2,MK3,01/11/1991,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,5,Car
A9941,Audi,80,NULL,NULL,2,MK3,01/11/1991,01/01/1993,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,90,FWD,5,4,Car
A9942,Audi,80,NULL,16v,2,MK3,01/11/1991,01/01/1992,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,137,FWD,5,4,Car
A9949,Audi,80,NULL,E quattro,2.8,MK3,01/11/1991,01/01/1993,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,4X4,4,4,Car
A9952,Audi,Coupe,NULL,E,2,MK2,01/11/1991,01/01/1992,Coupe,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,3,Car
A10139,Audi,80,NULL,TDI,1.9TD,MK3,01/01/1992,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,4,Car
A10310,Audi,V8,NULL,NULL,4.2,NULL,01/02/1992,01/01/1993,Saloon,0,Automatic,Petrol,Naturally Aspirated,4172,280,4X4,4,4,Car
A10715,Audi,Cabriolet,NULL,E,2.3,NULL,01/07/1992,01/01/1994,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2309,133,FWD,5,2,Car
A10714,Audi,Cabriolet,NULL,E,2.3,NULL,01/07/1992,01/01/1994,Cabriolet,0,Automatic,Petrol,Naturally Aspirated,2309,133,FWD,4,2,Car
A10744,Audi,80,NULL,16v,2,MK3,01/08/1992,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,140,FWD,5,4,Car
A10819,Audi,Coupe,NULL,E,2.6,MK2,01/09/1992,01/01/1995,Coupe,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,3,Car
A10816,Audi,80,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,5,Car
A10813,Audi,100,NULL,E quattro,2.8,MK3,01/09/1992,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,2771,174,4X4,4,5,Car
A10814,Audi,100,NULL,E quattro,2.8,MK3,01/09/1992,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,4X4,4,4,Car
A10809,Audi,100,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,5,Car
A10810,Audi,100,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,5,Car
A10812,Audi,100,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A10820,Audi,Coupe,NULL,E,2.6,MK2,01/09/1992,01/01/1995,Coupe,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,3,Car
A10815,Audi,80,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,5,Car
A10817,Audi,80,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A10818,Audi,80,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A10821,Audi,Coupe,NULL,S2,2.2,MK2,01/09/1992,01/01/1996,Coupe,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,3,Car
A10811,Audi,100,NULL,E,2.6,MK3,01/09/1992,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A10957,Audi,Coupe,NULL,16v,2,MK2,01/10/1992,01/01/1995,Coupe,0,Manual,Petrol,Naturally Aspirated,1984,140,FWD,5,3,Car
A11255,Audi,80,NULL,TD,1.9TD,MK3,01/11/1992,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,1896,75,FWD,5,4,Car
A11256,Audi,80,NULL,TDI,1.9TD,MK3,01/11/1992,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,5,Car
A11434,Audi,80,NULL,E,2,MK3,01/01/1993,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,1984,116,FWD,4,5,Car
A11436,Audi,80,NULL,S2,2.2,MK3,01/01/1993,01/01/1995,Estate,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,5,Car
A11433,Audi,80,NULL,16v,2,MK3,01/01/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,140,FWD,5,5,Car
A11435,Audi,80,NULL,E,2,MK3,01/01/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,5,Car
A12072,Audi,Cabriolet,NULL,E,2,NULL,01/07/1993,01/01/1995,Cabriolet,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,2,Car
A12289,Audi,100,NULL,SE,2,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A12294,Audi,100,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,5,Car
A12302,Audi,80,NULL,quattro,2.6,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,4X4,5,4,Car
A12293,Audi,100,NULL,SE,2.5TD,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,4,Car
A12303,Audi,80,NULL,SE,1.6,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,100,FWD,5,4,Car
A12305,Audi,80,NULL,SE,1.9TD,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,5,Car
A12316,Audi,80,NULL,TDI,1.9TD,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,5,Car
A12317,Audi,80,NULL,TDI,1.9TD,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,4,Car
A12288,Audi,100,NULL,SE,2,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A12295,Audi,100,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,5,Car
A12296,Audi,100,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A12315,Audi,80,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A12286,Audi,100,NULL,SE,2,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,5,Car
A12287,Audi,100,NULL,SE,2,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,5,Car
A12299,Audi,80,NULL,16v SE,2,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,140,FWD,5,5,Car
A12300,Audi,80,NULL,16v SE,2,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,140,FWD,5,4,Car
A12306,Audi,80,NULL,SE,1.9TD,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,4,Car
A12290,Audi,100,NULL,SE,2.5TD,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,5,Car
A12291,Audi,100,NULL,SE,2.5TD,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,5,Car
A12297,Audi,100,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A12301,Audi,80,NULL,quattro,2.6,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,4X4,5,5,Car
A12310,Audi,80,NULL,SE,2,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,116,FWD,4,4,Car
A12311,Audi,80,NULL,SE,2,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A12312,Audi,80,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,5,Car
A12292,Audi,100,NULL,SE,2.5TD,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,4,Car
A12304,Audi,80,NULL,SE,1.9TD,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,5,Car
A12307,Audi,80,NULL,SE,1.9TD,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,4,Car
A12308,Audi,80,NULL,SE,2,MK3,01/09/1993,01/01/1995,Estate,0,Automatic,Petrol,Naturally Aspirated,1984,116,FWD,4,5,Car
A12309,Audi,80,NULL,SE,2,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,5,Car
A12314,Audi,80,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A12298,Audi,80,NULL,NULL,1.6,MK3,01/09/1993,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,100,FWD,5,4,Car
A12313,Audi,80,NULL,SE,2.6,MK3,01/09/1993,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,5,Car
A12885,Audi,80,NULL,NULL,1.6,MK3,01/03/1994,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1595,100,FWD,5,5,Car
A12886,Audi,80,NULL,SE,1.6,MK3,01/03/1994,01/01/1995,Estate,0,Manual,Petrol,Naturally Aspirated,1595,100,FWD,5,5,Car
A13014,Audi,80,NULL,Sport,2,MK3,01/04/1994,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A13015,Audi,80,NULL,Sport,2,MK3,01/04/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A13017,Audi,80,NULL,Sport SE,2,MK3,01/04/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A13016,Audi,80,NULL,Sport SE,2,MK3,01/04/1994,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A13137,Audi,Cabriolet,NULL,E,2.6,NULL,01/05/1994,01/01/1995,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,2,Car
A13136,Audi,Cabriolet,NULL,E,2.6,NULL,01/05/1994,01/01/1995,Cabriolet,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,2,Car
A13246,Audi,A6 Saloon,NULL,NULL,2,MK1,01/06/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A13249,Audi,A6 Saloon,NULL,NULL,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,4,Car
A13252,Audi,A6 Saloon,NULL,quattro,2.8,MK1,01/06/1994,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,4X4,4,4,Car
A13259,Audi,A6 Saloon,NULL,SE,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,6,4,Car
A13261,Audi,A6 Saloon,NULL,SE,2.6,MK1,01/06/1994,01/01/1997,Estate,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,5,Car
A13262,Audi,A6 Saloon,NULL,SE,2.6,MK1,01/06/1994,01/01/1997,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A13248,Audi,A6 Saloon,NULL,NULL,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,4,Car
A13251,Audi,A6 Saloon,NULL,NULL,2.6,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A13257,Audi,A6 Saloon,NULL,SE,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Automatic,Diesel,Turbocharged,2460,115,FWD,4,4,Car
A13258,Audi,A6 Saloon,NULL,SE,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,115,FWD,5,4,Car
A13255,Audi,A6 Saloon,NULL,SE,2,MK1,01/06/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,4,Car
A13260,Audi,A6 Saloon,NULL,SE,2.6,MK1,01/06/1994,01/01/1997,Estate,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,5,Car
A13265,Audi,S6 Saloon,NULL,NULL,2.2,NULL,01/06/1994,01/01/1997,Estate,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,5,Car
A13266,Audi,S6 Saloon,NULL,NULL,2.2,NULL,01/06/1994,01/01/1997,Saloon,0,Automatic,Petrol,Turbocharged,2226,230,4X4,4,4,Car
A13267,Audi,S6 Saloon,NULL,NULL,2.2,NULL,01/06/1994,01/01/1997,Saloon,0,Manual,Petrol,Turbocharged,2226,230,4X4,6,4,Car
A13245,Audi,A6 Saloon,NULL,NULL,2,MK1,01/06/1994,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A13253,Audi,A6 Saloon,NULL,quattro,2.8,MK1,01/06/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,174,4X4,5,4,Car
A13254,Audi,A6 Saloon,NULL,SE,2,MK1,01/06/1994,01/01/1995,Saloon,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,4,Car
A13264,Audi,S6 Saloon,NULL,NULL,2.2,NULL,01/06/1994,01/01/1997,Estate,0,Automatic,Petrol,Turbocharged,2226,230,4X4,4,5,Car
A13250,Audi,A6 Saloon,NULL,NULL,2.6,MK1,01/06/1994,01/01/1997,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,4,Car
A13263,Audi,A6 Saloon,NULL,SE,2.6,MK1,01/06/1994,01/01/1997,Saloon,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A13247,Audi,A6 Saloon,NULL,NULL,2.5TD,MK1,01/06/1994,01/01/1997,Saloon,0,Automatic,Diesel,Turbocharged,2460,115,FWD,4,4,Car
A13256,Audi,A6 Saloon,NULL,SE,2,MK1,01/06/1994,01/01/1995,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,6,4,Car
A13404,Audi,A8,NULL,NULL,2.8,NULL,01/07/1994,01/01/1996,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,4,Car
A13405,Audi,A8,NULL,quattro,4.2,NULL,01/07/1994,01/01/1996,Saloon,0,Automatic,Petrol,Naturally Aspirated,4172,300,4X4,4,4,Car
A14072,Audi,Avant,NULL,RS2,2.2,NULL,01/10/1994,01/01/1995,Estate,0,Manual,Petrol,Turbocharged,2226,315,4X4,6,5,Car
A14286,Audi,Coupe,NULL,E,2,MK3,01/11/1994,01/01/1995,Coupe,0,Automatic,Petrol,Naturally Aspirated,1984,115,FWD,4,3,Car
A14287,Audi,Coupe,NULL,E,2,MK3,01/11/1994,01/01/1995,Coupe,0,Manual,Petrol,Naturally Aspirated,1984,115,FWD,5,3,Car
A14432,Audi,A6 Saloon,NULL,SE,1.9TD,MK1,01/01/1995,01/01/1997,Saloon,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,4,Car
A14434,Audi,A6 Saloon,NULL,SE,2.5TD,MK1,01/01/1995,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,140,FWD,6,4,Car
A14430,Audi,A6 Saloon,NULL,NULL,1.9TD,MK1,01/01/1995,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,4,Car
A14429,Audi,A6 Saloon,NULL,NULL,1.9TD,MK1,01/01/1995,01/01/1997,Saloon,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,4,Car
A14433,Audi,A6 Saloon,NULL,SE,1.9TD,MK1,01/01/1995,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,4,Car
A14431,Audi,A6 Saloon,NULL,NULL,2.5TD,MK1,01/01/1995,01/01/1997,Saloon,0,Manual,Diesel,Turbocharged,2460,140,FWD,6,4,Car
A14700,Audi,A4,NULL,NULL,2.6,B5,01/03/1995,01/01/1997,Saloon,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,5,4,Car
A14707,Audi,A4,NULL,SE,1.9TD,B5,01/03/1995,01/01/1999,Saloon,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,4,Car
A14695,Audi,A4,NULL,NULL,1.6,B5,01/03/1995,01/01/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,4,Car
A14697,Audi,A4,NULL,NULL,1.8,B5,01/03/1995,01/01/1999,Saloon,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,4,Car
A14712,Audi,A4,NULL,T Sport,1.8,B5,01/03/1995,01/01/2001,Saloon,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,4,Car
A14694,Audi,A4,NULL,NULL,1.6,B5,01/03/1995,01/01/2001,Saloon,0,Automatic,Petrol,Naturally Aspirated,1595,101,FWD,4,4,Car
A14696,Audi,A4,NULL,NULL,1.8,B5,01/03/1995,01/01/1999,Saloon,0,Automatic,Petrol,Naturally Aspirated,1781,125,FWD,4,4,Car
A14699,Audi,A4,NULL,NULL,1.9TD,B5,01/03/1995,01/01/2001,Saloon,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,4,Car
A14706,Audi,A4,NULL,SE,1.8,B5,01/03/1995,01/01/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,4,Car
